File accession	Assay	File assembly	Output type	Biosample term name	Biosample type	Experiment target	Biological replicate(s)	Technical replicate(s)	File download URL	Genome annotation
ENCFF603YOU	Histone ChIP-seq	GRCh38	fold change over control	thyroid gland	tissue	H3K27ac-human	2	2_1	https://www.encodeproject.org/files/ENCFF603YOU/@@download/ENCFF603YOU.bigWig	nan
ENCFF546UQS	Histone ChIP-seq	GRCh38	fold change over control	thyroid gland	tissue	H3K27ac-human	1, 2	1_1, 2_1	https://www.encodeproject.org/files/ENCFF546UQS/@@download/ENCFF546UQS.bigWig	nan
ENCFF501SGE	Histone ChIP-seq	GRCh38	fold change over control	thyroid gland	tissue	H3K4me3-human	1	1_1	https://www.encodeproject.org/files/ENCFF501SGE/@@download/ENCFF501SGE.bigWig	nan
ENCFF050PLB	Histone ChIP-seq	GRCh38	fold change over control	thyroid gland	tissue	H3K27ac-human	1	1_1	https://www.encodeproject.org/files/ENCFF050PLB/@@download/ENCFF050PLB.bigWig	nan
ENCFF874CKO	TF ChIP-seq	GRCh38	fold change over control	thyroid gland	tissue	CTCF-human	1	1_1, 1_2	https://www.encodeproject.org/files/ENCFF874CKO/@@download/ENCFF874CKO.bigWig	nan
ENCFF321LZL	Histone ChIP-seq	GRCh38	fold change over control	thyroid gland	tissue	H3K4me3-human	1	1_1, 1_2	https://www.encodeproject.org/files/ENCFF321LZL/@@download/ENCFF321LZL.bigWig	nan
ENCFF397CJU	TF ChIP-seq	GRCh38	fold change over control	thyroid gland	tissue	CTCF-human	1	1_1	https://www.encodeproject.org/files/ENCFF397CJU/@@download/ENCFF397CJU.bigWig	nan
ENCFF615PBA	TF ChIP-seq	GRCh38	fold change over control	thyroid gland	tissue	CTCF-human	1	1_1	https://www.encodeproject.org/files/ENCFF615PBA/@@download/ENCFF615PBA.bigWig	nan
ENCFF759FVM	Histone ChIP-seq	GRCh38	fold change over control	thyroid gland	tissue	H3K4me3-human	2	2_2, 2_3	https://www.encodeproject.org/files/ENCFF759FVM/@@download/ENCFF759FVM.bigWig	nan
ENCFF229BVH	Histone ChIP-seq	GRCh38	fold change over control	thyroid gland	tissue	H3K4me3-human	1, 2	1_1, 2_2, 2_3	https://www.encodeproject.org/files/ENCFF229BVH/@@download/ENCFF229BVH.bigWig	nan
ENCFF006AHR	Histone ChIP-seq	GRCh38	fold change over control	thyroid gland	tissue	H3K4me3-human	1	1_1	https://www.encodeproject.org/files/ENCFF006AHR/@@download/ENCFF006AHR.bigWig	nan
ENCFF452ZPE	TF ChIP-seq	GRCh38	fold change over control	thyroid gland	tissue	CTCF-human	1	1_1, 1_2	https://www.encodeproject.org/files/ENCFF452ZPE/@@download/ENCFF452ZPE.bigWig	nan
ENCFF145RER	Histone ChIP-seq	GRCh38	fold change over control	thyroid gland	tissue	H3K4me3-human	1	1_1	https://www.encodeproject.org/files/ENCFF145RER/@@download/ENCFF145RER.bigWig	nan
ENCFF774RLX	Histone ChIP-seq	GRCh38	fold change over control	thyroid gland	tissue	H3K27ac-human	1	1_1, 1_2	https://www.encodeproject.org/files/ENCFF774RLX/@@download/ENCFF774RLX.bigWig	nan
